Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,Aggregation method,License URL
EG.FEC.RNEW.ZS,CC BY-4.0,Renewable energy consumption (% of total final energy consumption),Renewable energy consumption is the share of renewables energy in total final energy consumption.,"World Bank, Sustainable Energy for All (SE4ALL) database from the SE4ALL Global Tracking Framework led jointly by the World Bank, International Energy Agency, and the Energy Sector Management Assistance Program.",Environment: Energy production & use,Annual,Weighted average,https://datacatalog.worldbank.org/public-licenses#cc-by
