AAR,BYDEL,ALDER,STATKODE,PERSONER
2015,3,81,5448,1
2015,3,81,5488,1
2015,3,81,5752,1
2015,3,81,5754,1
2015,3,81,5756,1
2015,3,82,5100,110
2015,3,82,5120,1
2015,3,82,5160,1
2015,3,82,5172,2
2015,3,82,5180,1
2015,3,82,5244,1
2015,3,82,5436,2
2015,3,82,5438,3
2015,3,82,5448,1
2015,3,82,5472,1
2015,3,82,5754,1
2015,3,83,5100,83
2015,3,83,5103,1
2015,3,83,5120,1
2015,3,83,5158,1
2015,3,83,5170,1
2015,3,83,5244,2
2015,3,83,5404,1
2015,3,83,5438,3
2015,3,83,5472,1
2015,3,83,5754,1
2015,3,83,5756,1
2015,3,84,5100,90
2015,3,84,5103,3
2015,3,84,5172,1
2015,3,84,5258,1
2015,3,84,5289,1
2015,3,84,5436,1
2015,3,84,5438,1
2015,3,84,5448,1
2015,3,84,5456,1
2015,3,85,5100,90
2015,3,85,5244,1
2015,3,85,5289,2
2015,3,85,5492,1
2015,3,85,5756,1
2015,3,86,5100,82
2015,3,86,5103,1
2015,3,86,5110,1
2015,3,86,5120,1
2015,3,86,5154,1
2015,3,86,5172,1
2015,3,86,5438,1
2015,3,86,5448,1
2015,3,86,5752,1
2015,3,87,5100,78
2015,3,87,5103,1
2015,3,87,5152,1
2015,3,87,5432,1
2015,3,87,5488,1
2015,3,87,5712,1
2015,3,87,5754,1
2015,3,88,5100,63
2015,3,88,5170,1
2015,3,88,5172,1
2015,3,88,5436,1
2015,3,88,5488,1
2015,3,89,5100,64
2015,3,89,5103,1
2015,3,89,5172,1
2015,3,89,5216,1
2015,3,89,5488,1
2015,3,89,5756,1
2015,3,90,5100,68
2015,3,90,5170,1
2015,3,90,5202,1
2015,3,90,5754,1
2015,3,91,5100,64
2015,3,91,5110,1
2015,3,91,5120,1
2015,3,91,5156,1
2015,3,91,5472,1
2015,3,92,5100,41
2015,3,92,5436,1
2015,3,92,5492,1
2015,3,92,5756,1
2015,3,93,5100,38
2015,3,93,5438,1
2015,3,94,5100,34
2015,3,94,5754,1
2015,3,95,5100,27
2015,3,96,5100,17
2015,3,97,5100,12
2015,3,98,5100,7
2015,3,99,5100,7
2015,3,101,5100,3
2015,3,102,5100,3
2015,3,105,5100,1
2015,4,0,5100,1032
2015,4,0,5102,1
2015,4,0,5104,2
2015,4,0,5106,8
2015,4,0,5110,1
2015,4,0,5120,8
2015,4,0,5128,1
2015,4,0,5130,2
2015,4,0,5140,4
2015,4,0,5150,4
2015,4,0,5154,4
2015,4,0,5158,1
2015,4,0,5170,1
2015,4,0,5172,1
2015,4,0,5174,1
2015,4,0,5180,1
2015,4,0,5182,1
2015,4,0,5232,2
2015,4,0,5244,2
2015,4,0,5262,1
2015,4,0,5282,1
2015,4,0,5306,2
2015,4,0,5316,1
2015,4,0,5404,1
2015,4,0,5410,2
2015,4,0,5432,3
2015,4,0,5436,3
2015,4,0,5464,3
2015,4,0,5472,15
2015,4,0,5474,1
2015,4,0,5492,2
2015,4,0,5611,1
2015,4,0,5700,2
2015,4,0,5710,1
2015,4,0,5714,1
2015,4,0,5756,2
2015,4,0,5776,2
2015,4,1,5100,840
2015,4,1,5104,2
2015,4,1,5106,11
2015,4,1,5110,3
2015,4,1,5120,3
2015,4,1,5128,2
2015,4,1,5130,1
2015,4,1,5134,1
2015,4,1,5140,3
2015,4,1,5150,1
2015,4,1,5152,1
2015,4,1,5154,2
2015,4,1,5156,1
2015,4,1,5158,2
2015,4,1,5164,2
2015,4,1,5170,7
2015,4,1,5172,1
2015,4,1,5174,1
2015,4,1,5180,6
2015,4,1,5244,1
2015,4,1,5289,2
2015,4,1,5314,1
2015,4,1,5390,1
2015,4,1,5432,5
2015,4,1,5442,1
2015,4,1,5448,6
2015,4,1,5464,3
2015,4,1,5472,16
2015,4,1,5484,1
2015,4,1,5488,1
2015,4,1,5492,1
2015,4,1,5502,1
2015,4,1,5700,2
2015,4,1,5704,1
2015,4,2,5100,821
2015,4,2,5103,1
2015,4,2,5106,3
2015,4,2,5110,1
2015,4,2,5120,4
2015,4,2,5128,1
2015,4,2,5130,1
2015,4,2,5140,1
2015,4,2,5152,1
2015,4,2,5154,8
2015,4,2,5156,1
2015,4,2,5164,3
2015,4,2,5170,7
2015,4,2,5172,3
2015,4,2,5174,1
2015,4,2,5180,3
2015,4,2,5182,1
2015,4,2,5214,2
2015,4,2,5228,1
2015,4,2,5232,1
2015,4,2,5244,1
2015,4,2,5246,1
2015,4,2,5289,1
2015,4,2,5314,4
2015,4,2,5390,1
2015,4,2,5410,1
2015,4,2,5432,5
2015,4,2,5436,1
2015,4,2,5438,1
2015,4,2,5448,1
2015,4,2,5472,9
2015,4,2,5474,1
2015,4,2,5482,1
2015,4,2,5488,1
2015,4,2,5492,3
2015,4,2,5525,1
2015,4,2,5611,1
2015,4,2,5714,2
2015,4,2,5750,1
2015,4,2,5752,1
2015,4,2,5776,2
2015,4,3,5100,736
2015,4,3,5104,3
2015,4,3,5106,9
2015,4,3,5110,1
2015,4,3,5120,4
2015,4,3,5130,3
2015,4,3,5150,2
2015,4,3,5154,1
2015,4,3,5156,1
2015,4,3,5160,1
2015,4,3,5170,4
2015,4,3,5174,1
2015,4,3,5180,2
2015,4,3,5182,1
2015,4,3,5228,1
2015,4,3,5244,2
2015,4,3,5404,1
2015,4,3,5432,3
2015,4,3,5436,3
2015,4,3,5448,5
2015,4,3,5472,14
2015,4,3,5525,1
2015,4,3,5609,1
2015,4,3,5611,1
2015,4,3,5756,2
2015,4,4,5100,676
2015,4,4,5104,1
2015,4,4,5106,4
2015,4,4,5110,1
2015,4,4,5120,6
2015,4,4,5128,1
2015,4,4,5130,1
2015,4,4,5140,1
2015,4,4,5150,2
2015,4,4,5154,1
2015,4,4,5164,1
2015,4,4,5170,5
2015,4,4,5174,1
2015,4,4,5228,1
2015,4,4,5244,3
2015,4,4,5279,1
2015,4,4,5390,3
2015,4,4,5410,1
2015,4,4,5418,1
2015,4,4,5432,4
2015,4,4,5436,2
2015,4,4,5444,1
2015,4,4,5448,1
2015,4,4,5464,3
2015,4,4,5472,13
2015,4,4,5492,1
2015,4,4,5502,1
2015,4,4,5607,1
2015,4,4,5611,1
2015,4,4,5700,1
2015,4,4,5752,1
2015,4,4,5756,1
2015,4,5,5100,630
2015,4,5,5104,1
2015,4,5,5106,13
2015,4,5,5120,1
2015,4,5,5128,2
2015,4,5,5130,3
2015,4,5,5154,2
2015,4,5,5158,1
2015,4,5,5164,1
2015,4,5,5170,5
2015,4,5,5172,4
2015,4,5,5180,4
2015,4,5,5214,1
2015,4,5,5228,1
2015,4,5,5244,1
2015,4,5,5246,1
2015,4,5,5269,1
2015,4,5,5289,1
2015,4,5,5306,1
2015,4,5,5390,3
2015,4,5,5404,2
2015,4,5,5416,1
2015,4,5,5432,1
2015,4,5,5436,2
2015,4,5,5456,1
2015,4,5,5472,9
2015,4,5,5474,1
2015,4,5,5492,2
2015,4,5,5611,2
2015,4,5,5704,1
2015,4,5,5756,1
2015,4,6,5100,582
2015,4,6,5104,2
2015,4,6,5106,2
2015,4,6,5110,3
2015,4,6,5120,3
2015,4,6,5130,5
2015,4,6,5152,1
2015,4,6,5154,3
2015,4,6,5158,1
2015,4,6,5170,4
2015,4,6,5172,1
2015,4,6,5174,2
2015,4,6,5180,3
2015,4,6,5244,1
2015,4,6,5314,1
2015,4,6,5410,1
2015,4,6,5432,1
2015,4,6,5436,1
2015,4,6,5442,1
2015,4,6,5472,10
2015,4,6,5474,1
2015,4,6,5492,1
2015,4,6,5609,1
2015,4,6,5611,1
2015,4,6,5754,1
2015,4,7,5100,546
2015,4,7,5106,9
2015,4,7,5110,1
2015,4,7,5120,1
2015,4,7,5130,4
2015,4,7,5142,1
2015,4,7,5154,3
2015,4,7,5170,5
2015,4,7,5172,3
2015,4,7,5174,2
2015,4,7,5180,2
2015,4,7,5266,1
2015,4,7,5289,1
2015,4,7,5404,2
2015,4,7,5410,1
2015,4,7,5418,2
2015,4,7,5432,1
2015,4,7,5448,1
2015,4,7,5464,1
2015,4,7,5472,10
2015,4,7,5474,2
2015,4,7,5611,1
2015,4,7,5704,1
2015,4,7,5754,1
2015,4,7,5761,1
2015,4,7,5776,1
2015,4,8,5100,475
2015,4,8,5106,2
2015,4,8,5110,3
2015,4,8,5128,1
2015,4,8,5130,3
2015,4,8,5150,1
2015,4,8,5154,1
2015,4,8,5158,2
2015,4,8,5172,3
2015,4,8,5174,1
2015,4,8,5180,1
2015,4,8,5228,1
2015,4,8,5289,2
2015,4,8,5404,1
2015,4,8,5432,1
2015,4,8,5436,3
2015,4,8,5438,1
2015,4,8,5444,1
2015,4,8,5448,1
2015,4,8,5464,1
2015,4,8,5472,7
2015,4,8,5474,2
2015,4,8,5492,1
2015,4,9,5100,404
2015,4,9,5106,1
2015,4,9,5110,3
2015,4,9,5120,2
2015,4,9,5130,1
2015,4,9,5152,1
2015,4,9,5154,2
2015,4,9,5158,1
2015,4,9,5172,4
2015,4,9,5180,2
2015,4,9,5244,1
2015,4,9,5288,1
2015,4,9,5314,1
2015,4,9,5410,1
2015,4,9,5432,2
2015,4,9,5436,1
2015,4,9,5438,1
2015,4,9,5448,1
2015,4,9,5472,7
2015,4,9,5488,1
2015,4,9,5492,1
2015,4,9,5710,1
2015,4,9,5756,2
2015,4,9,5761,1
2015,4,10,5100,399
2015,4,10,5104,1
2015,4,10,5106,1
2015,4,10,5110,1
2015,4,10,5120,1
2015,4,10,5130,3
2015,4,10,5140,1
2015,4,10,5164,1
2015,4,10,5170,4
2015,4,10,5172,5
2015,4,10,5180,1
2015,4,10,5244,2
2015,4,10,5289,2
2015,4,10,5404,1
2015,4,10,5432,1
2015,4,10,5436,4
2015,4,10,5438,1
2015,4,10,5448,1
2015,4,10,5472,5
2015,4,10,5492,1
2015,4,10,5700,1
2015,4,10,5756,1
2015,4,11,5100,390
2015,4,11,5106,4
2015,4,11,5110,2
2015,4,11,5120,1
2015,4,11,5130,1
2015,4,11,5152,3
2015,4,11,5154,1
2015,4,11,5156,1
2015,4,11,5172,6
2015,4,11,5180,1
2015,4,11,5244,1
2015,4,11,5266,1
2015,4,11,5288,2
2015,4,11,5436,3
2015,4,11,5448,2
2015,4,11,5472,5
2015,4,11,5474,1
2015,4,11,5492,1
2015,4,11,5708,1
2015,4,11,5710,1
2015,4,11,5756,1
2015,4,12,5100,350
2015,4,12,5106,2
2015,4,12,5120,2
2015,4,12,5122,1
2015,4,12,5128,1
2015,4,12,5130,2
2015,4,12,5152,1
2015,4,12,5154,3
2015,4,12,5170,2
2015,4,12,5172,1
2015,4,12,5228,2
2015,4,12,5244,1
2015,4,12,5404,1
2015,4,12,5436,6
2015,4,12,5448,2
2015,4,12,5472,7
2015,4,12,5474,2
2015,4,12,5488,1
2015,4,12,5750,1
2015,4,12,5754,1
2015,4,12,5756,4
2015,4,13,5100,385
2015,4,13,5106,2
2015,4,13,5130,4
2015,4,13,5154,4
2015,4,13,5158,2
2015,4,13,5170,5
2015,4,13,5172,5
2015,4,13,5174,1
2015,4,13,5180,2
2015,4,13,5244,2
2015,4,13,5262,1
2015,4,13,5306,1
2015,4,13,5436,1
2015,4,13,5438,1
2015,4,13,5448,1
2015,4,13,5472,5
2015,4,13,5474,1
2015,4,13,5492,3
2015,4,13,5611,1
2015,4,13,5724,1
2015,4,13,5756,2
2015,4,13,5761,1
2015,4,14,5100,325
2015,4,14,5106,3
2015,4,14,5110,1
2015,4,14,5120,4
2015,4,14,5128,1
2015,4,14,5130,1
2015,4,14,5150,1
2015,4,14,5152,1
2015,4,14,5158,1
2015,4,14,5164,1
2015,4,14,5172,6
2015,4,14,5244,3
2015,4,14,5266,1
2015,4,14,5268,1
2015,4,14,5436,3
2015,4,14,5448,1
2015,4,14,5472,4
2015,4,14,5474,3
2015,4,14,5488,1
2015,4,14,5492,1
2015,4,14,5505,1
2015,4,14,5700,1
2015,4,14,5754,1
2015,4,14,5756,2
2015,4,15,5100,300
2015,4,15,5106,2
2015,4,15,5130,1
2015,4,15,5151,1
2015,4,15,5154,1
2015,4,15,5170,3
2015,4,15,5172,3
2015,4,15,5180,2
2015,4,15,5244,1
2015,4,15,5306,1
2015,4,15,5404,1
2015,4,15,5436,1
2015,4,15,5438,1
2015,4,15,5459,1
2015,4,15,5472,3
2015,4,15,5474,1
2015,4,15,5492,2
2015,4,15,5754,1
2015,4,15,5756,1
2015,4,16,5100,293
2015,4,16,5106,1
2015,4,16,5110,1
2015,4,16,5120,1
2015,4,16,5130,2
2015,4,16,5152,2
2015,4,16,5158,1
2015,4,16,5164,1
2015,4,16,5170,6
2015,4,16,5172,5
2015,4,16,5244,3
2015,4,16,5436,1
2015,4,16,5448,1
2015,4,16,5472,5
2015,4,16,5474,1
2015,4,16,5492,3
2015,4,16,5724,1
2015,4,16,5756,2
2015,4,16,5757,1
2015,4,17,5100,318
2015,4,17,5106,2
2015,4,17,5110,1
2015,4,17,5120,2
2015,4,17,5128,1
2015,4,17,5130,1
2015,4,17,5150,1
2015,4,17,5154,1
2015,4,17,5170,5
2015,4,17,5172,3
2015,4,17,5244,1
2015,4,17,5266,1
2015,4,17,5390,1
2015,4,17,5432,1
2015,4,17,5436,1
2015,4,17,5438,1
2015,4,17,5472,9
2015,4,17,5474,1
2015,4,17,5488,1
2015,4,17,5492,3
2015,4,17,5704,1
2015,4,17,5750,1
2015,4,18,5100,309
2015,4,18,5103,1
2015,4,18,5106,2
2015,4,18,5120,4
2015,4,18,5130,1
2015,4,18,5140,1
2015,4,18,5150,1
2015,4,18,5152,1
2015,4,18,5154,2
2015,4,18,5170,3
2015,4,18,5172,6
2015,4,18,5234,1
2015,4,18,5244,2
2015,4,18,5279,1
2015,4,18,5289,3
2015,4,18,5436,4
2015,4,18,5448,2
2015,4,18,5472,4
2015,4,18,5492,3
2015,4,18,5611,1
2015,4,18,5700,1
2015,4,18,5756,1
2015,4,18,5759,1
2015,4,18,5761,1
2015,4,18,5778,1
2015,4,19,5100,394
2015,4,19,5103,1
2015,4,19,5104,1
2015,4,19,5106,2
2015,4,19,5110,7
2015,4,19,5120,1
2015,4,19,5128,1
2015,4,19,5130,4
2015,4,19,5134,1
2015,4,19,5150,1
2015,4,19,5154,2
2015,4,19,5156,2
2015,4,19,5170,4
2015,4,19,5172,7
2015,4,19,5174,2
2015,4,19,5180,2
2015,4,19,5213,1
2015,4,19,5234,1
2015,4,19,5289,2
2015,4,19,5306,2
2015,4,19,5432,1
2015,4,19,5436,2
2015,4,19,5448,3
2015,4,19,5472,4
2015,4,19,5474,2
2015,4,19,5484,1
2015,4,19,5492,2
2015,4,19,5502,1
2015,4,19,5607,1
2015,4,19,5611,1
2015,4,19,5700,1
2015,4,19,5750,2
2015,4,19,5756,7
2015,4,19,5761,1
2015,4,20,5100,615
2015,4,20,5104,1
2015,4,20,5106,1
2015,4,20,5110,10
2015,4,20,5120,2
2015,4,20,5126,1
2015,4,20,5128,1
2015,4,20,5130,10
2015,4,20,5150,3
2015,4,20,5152,1
2015,4,20,5154,4
2015,4,20,5156,4
2015,4,20,5158,3
2015,4,20,5164,1
2015,4,20,5170,12
2015,4,20,5172,8
2015,4,20,5174,1
2015,4,20,5180,5
2015,4,20,5228,2
2015,4,20,5233,1
2015,4,20,5234,1
2015,4,20,5269,1
2015,4,20,5289,4
2015,4,20,5306,1
2015,4,20,5390,5
2015,4,20,5404,2
2015,4,20,5422,2
2015,4,20,5436,3
2015,4,20,5444,1
2015,4,20,5448,3
2015,4,20,5456,1
2015,4,20,5472,3
2015,4,20,5492,2
2015,4,20,5502,1
2015,4,20,5609,2
2015,4,20,5611,5
2015,4,20,5756,3
2015,4,20,5778,1
2015,4,21,5100,800
2015,4,21,5103,1
2015,4,21,5104,2
2015,4,21,5106,1
2015,4,21,5110,17
2015,4,21,5120,18
2015,4,21,5126,1
2015,4,21,5128,4
2015,4,21,5130,1
2015,4,21,5140,1
2015,4,21,5142,1
2015,4,21,5150,6
2015,4,21,5152,3
2015,4,21,5154,8
2015,4,21,5158,5
2015,4,21,5170,15
2015,4,21,5172,11
2015,4,21,5174,1
2015,4,21,5180,4
2015,4,21,5228,1
2015,4,21,5240,1
2015,4,21,5268,1
2015,4,21,5287,1
2015,4,21,5289,2
2015,4,21,5292,1
2015,4,21,5306,1
2015,4,21,5314,1
2015,4,21,5390,9
2015,4,21,5410,1
2015,4,21,5424,1
2015,4,21,5436,2
2015,4,21,5438,1
2015,4,21,5444,3
2015,4,21,5448,2
2015,4,21,5472,8
2015,4,21,5474,1
2015,4,21,5482,1
2015,4,21,5488,1
2015,4,21,5492,2
2015,4,21,5502,2
2015,4,21,5607,1
2015,4,21,5609,2
2015,4,21,5611,2
2015,4,21,5704,1
2015,4,21,5724,1
2015,4,21,5750,2
2015,4,21,5752,1
2015,4,21,5756,5
2015,4,21,5776,1
2015,4,21,5778,4
2015,4,22,5100,1119
2015,4,22,5103,2
2015,4,22,5104,1
2015,4,22,5106,1
2015,4,22,5110,25
2015,4,22,5120,11
2015,4,22,5122,1
2015,4,22,5128,3
2015,4,22,5130,4
2015,4,22,5134,2
2015,4,22,5140,4
2015,4,22,5142,1
2015,4,22,5150,8
2015,4,22,5152,3
2015,4,22,5154,6
2015,4,22,5156,4
2015,4,22,5158,5
2015,4,22,5164,6
2015,4,22,5170,11
2015,4,22,5172,5
2015,4,22,5174,3
2015,4,22,5180,7
2015,4,22,5182,1
2015,4,22,5202,1
2015,4,22,5222,1
2015,4,22,5244,4
2015,4,22,5289,2
2015,4,22,5314,2
2015,4,22,5318,1
2015,4,22,5390,12
2015,4,22,5404,1
2015,4,22,5414,1
2015,4,22,5416,1
2015,4,22,5432,1
2015,4,22,5434,1
2015,4,22,5436,2
2015,4,22,5438,1
2015,4,22,5446,2
2015,4,22,5448,7
2015,4,22,5464,4
2015,4,22,5472,3
2015,4,22,5474,1
2015,4,22,5484,2
2015,4,22,5492,2
2015,4,22,5502,3
2015,4,22,5514,1
2015,4,22,5609,2
2015,4,22,5611,3
2015,4,22,5700,2
2015,4,22,5704,1
2015,4,22,5750,2
2015,4,22,5756,1
2015,4,22,5759,1
2015,4,22,5778,2
2015,4,23,5100,1171
2015,4,23,5104,3
2015,4,23,5106,8
2015,4,23,5110,37
2015,4,23,5120,8
2015,4,23,5126,1
2015,4,23,5128,8
2015,4,23,5130,5
2015,4,23,5134,1
2015,4,23,5140,1
2015,4,23,5142,2
2015,4,23,5150,12
2015,4,23,5152,1
2015,4,23,5154,15
2015,4,23,5156,1
2015,4,23,5158,5
2015,4,23,5160,4
2015,4,23,5164,4
2015,4,23,5170,15
2015,4,23,5172,5
2015,4,23,5174,2
2015,4,23,5180,23
2015,4,23,5182,2
2015,4,23,5202,1
2015,4,23,5228,2
2015,4,23,5244,2
2015,4,23,5246,1
2015,4,23,5279,1
2015,4,23,5289,1
2015,4,23,5314,6
2015,4,23,5316,1
2015,4,23,5318,1
2015,4,23,5354,2
2015,4,23,5390,4
2015,4,23,5404,1
2015,4,23,5410,1
2015,4,23,5416,1
2015,4,23,5432,1
2015,4,23,5436,3
2015,4,23,5438,2
2015,4,23,5444,1
2015,4,23,5448,1
2015,4,23,5464,4
2015,4,23,5472,3
2015,4,23,5474,2
2015,4,23,5482,1
2015,4,23,5484,2
2015,4,23,5486,1
2015,4,23,5488,1
2015,4,23,5492,2
2015,4,23,5607,1
2015,4,23,5609,3
2015,4,23,5611,6
2015,4,23,5700,4
2015,4,23,5750,2
2015,4,23,5754,3
2015,4,23,5756,4
2015,4,23,5778,2
2015,4,24,5100,1336
2015,4,24,5104,2
2015,4,24,5106,6
2015,4,24,5110,33
2015,4,24,5120,19
2015,4,24,5128,4
2015,4,24,5130,10
2015,4,24,5140,4
2015,4,24,5142,1
2015,4,24,5150,11
2015,4,24,5152,2
2015,4,24,5153,1
2015,4,24,5154,12
2015,4,24,5156,3
2015,4,24,5158,12
2015,4,24,5160,2
2015,4,24,5164,11
2015,4,24,5170,10
2015,4,24,5172,6
2015,4,24,5174,2
2015,4,24,5180,23
2015,4,24,5182,5
2015,4,24,5232,1
2015,4,24,5240,1
2015,4,24,5244,2
2015,4,24,5278,1
2015,4,24,5279,1
2015,4,24,5289,2
2015,4,24,5293,1
2015,4,24,5302,1
2015,4,24,5306,2
2015,4,24,5314,2
2015,4,24,5316,1
2015,4,24,5318,1
2015,4,24,5390,3
2015,4,24,5404,2
2015,4,24,5410,1
2015,4,24,5432,3
2015,4,24,5436,7
2015,4,24,5446,1
2015,4,24,5448,2
2015,4,24,5458,1
2015,4,24,5462,1
2015,4,24,5464,1
2015,4,24,5472,4
2015,4,24,5474,2
2015,4,24,5482,1
2015,4,24,5484,1
2015,4,24,5486,1
2015,4,24,5488,1
2015,4,24,5492,1
2015,4,24,5502,7
2015,4,24,5607,1
2015,4,24,5609,2
2015,4,24,5611,9
2015,4,24,5700,4
2015,4,24,5704,1
2015,4,24,5714,1
2015,4,24,5750,4
2015,4,24,5752,1
2015,4,24,5754,2
2015,4,24,5756,1
2015,4,24,5778,1
2015,4,25,5100,1427
2015,4,25,5103,2
2015,4,25,5104,4
2015,4,25,5106,16
2015,4,25,5110,38
2015,4,25,5120,23
2015,4,25,5126,1
2015,4,25,5128,4
2015,4,25,5130,16
2015,4,25,5134,4
2015,4,25,5140,2
2015,4,25,5142,6
2015,4,25,5150,21
2015,4,25,5152,3
2015,4,25,5153,1
2015,4,25,5154,9
2015,4,25,5156,3
2015,4,25,5158,15
2015,4,25,5160,1
2015,4,25,5164,4
2015,4,25,5170,15
2015,4,25,5172,9
2015,4,25,5174,2
2015,4,25,5180,32
2015,4,25,5182,3
2015,4,25,5202,1
2015,4,25,5222,1
2015,4,25,5228,1
2015,4,25,5244,2
2015,4,25,5268,1
2015,4,25,5289,2
2015,4,25,5306,3
2015,4,25,5314,3
2015,4,25,5316,1
2015,4,25,5324,1
2015,4,25,5354,1
2015,4,25,5390,9
2015,4,25,5404,1
2015,4,25,5410,1
2015,4,25,5416,1
2015,4,25,5432,1
2015,4,25,5436,1
2015,4,25,5446,2
2015,4,25,5448,14
2015,4,25,5472,4
2015,4,25,5474,1
2015,4,25,5484,1
2015,4,25,5486,1
2015,4,25,5488,1
2015,4,25,5492,4
2015,4,25,5502,4
2015,4,25,5609,1
2015,4,25,5611,7
2015,4,25,5700,2
2015,4,25,5750,1
2015,4,25,5756,1
2015,4,25,5776,2
2015,4,25,5778,1
2015,4,26,5100,1461
2015,4,26,5103,1
2015,4,26,5104,1
2015,4,26,5106,17
2015,4,26,5110,27
2015,4,26,5120,31
2015,4,26,5126,1
2015,4,26,5128,5
2015,4,26,5130,13
2015,4,26,5134,7
2015,4,26,5140,6
2015,4,26,5142,1
2015,4,26,5150,14
2015,4,26,5152,2
2015,4,26,5154,10
2015,4,26,5156,5
2015,4,26,5158,11
2015,4,26,5164,10
2015,4,26,5170,17
2015,4,26,5172,8
2015,4,26,5174,4
2015,4,26,5180,28
2015,4,26,5182,3
2015,4,26,5228,1
2015,4,26,5234,1
2015,4,26,5244,3
2015,4,26,5246,1
2015,4,26,5262,1
2015,4,26,5268,1
2015,4,26,5289,3
2015,4,26,5292,1
2015,4,26,5302,3
2015,4,26,5306,3
2015,4,26,5314,6
2015,4,26,5354,2
2015,4,26,5364,1
2015,4,26,5390,9
2015,4,26,5404,3
2015,4,26,5432,6
2015,4,26,5436,4
2015,4,26,5438,1
2015,4,26,5446,1
2015,4,26,5448,10
2015,4,26,5464,1
2015,4,26,5472,7
2015,4,26,5474,2
2015,4,26,5492,1
2015,4,26,5502,4
2015,4,26,5514,1
2015,4,26,5607,1
2015,4,26,5611,3
2015,4,26,5700,5
2015,4,26,5704,1
2015,4,26,5716,1
2015,4,26,5750,2
2015,4,26,5752,1
2015,4,26,5754,2
2015,4,26,5756,1
2015,4,26,5757,1
2015,4,26,5758,1
2015,4,26,5759,1
2015,4,26,5776,1
2015,4,26,5778,1
2015,4,27,5100,1487
2015,4,27,5104,5
2015,4,27,5106,14
2015,4,27,5110,27
2015,4,27,5120,26
2015,4,27,5122,1
2015,4,27,5126,1
2015,4,27,5128,5
2015,4,27,5130,9
2015,4,27,5134,3
2015,4,27,5140,6
2015,4,27,5142,2
2015,4,27,5150,16
2015,4,27,5152,1
2015,4,27,5154,18
2015,4,27,5156,5
2015,4,27,5158,12
2015,4,27,5160,3
2015,4,27,5164,13
2015,4,27,5170,17
2015,4,27,5172,6
2015,4,27,5174,2
2015,4,27,5180,22
2015,4,27,5182,1
2015,4,27,5222,1
2015,4,27,5228,2
2015,4,27,5231,1
2015,4,27,5240,1
2015,4,27,5244,1
2015,4,27,5272,1
2015,4,27,5282,1
2015,4,27,5289,1
2015,4,27,5296,1
2015,4,27,5302,2
2015,4,27,5306,2
2015,4,27,5314,5
2015,4,27,5318,1
2015,4,27,5324,1
2015,4,27,5326,1
2015,4,27,5390,13
2015,4,27,5404,2
2015,4,27,5418,1
2015,4,27,5432,11
2015,4,27,5436,3
2015,4,27,5442,1
2015,4,27,5444,3
2015,4,27,5446,1
2015,4,27,5448,13
2015,4,27,5464,3
2015,4,27,5472,15
2015,4,27,5474,4
2015,4,27,5484,1
2015,4,27,5492,3
2015,4,27,5502,4
2015,4,27,5514,2
2015,4,27,5607,3
2015,4,27,5609,7
2015,4,27,5611,9
2015,4,27,5700,3
2015,4,27,5704,1
2015,4,27,5750,2
2015,4,27,5752,1
2015,4,27,5754,2
2015,4,27,5776,2
2015,4,27,5778,1
2015,4,28,5100,1417
2015,4,28,5104,7
2015,4,28,5106,20
2015,4,28,5110,27
2015,4,28,5120,41
2015,4,28,5122,1
2015,4,28,5126,1
2015,4,28,5128,6
2015,4,28,5130,14
2015,4,28,5134,1
2015,4,28,5140,6
2015,4,28,5142,2
2015,4,28,5150,18
2015,4,28,5152,1
2015,4,28,5154,12
2015,4,28,5156,4
2015,4,28,5158,8
2015,4,28,5160,4
2015,4,28,5164,7
2015,4,28,5170,14
2015,4,28,5172,6
2015,4,28,5174,8
2015,4,28,5180,25
2015,4,28,5182,2
2015,4,28,5216,1
2015,4,28,5244,2
2015,4,28,5246,1
2015,4,28,5266,2
2015,4,28,5268,1
2015,4,28,5289,4
2015,4,28,5295,1
2015,4,28,5302,2
2015,4,28,5306,1
2015,4,28,5314,4
2015,4,28,5318,1
2015,4,28,5324,1
2015,4,28,5354,3
2015,4,28,5390,6
2015,4,28,5404,2
2015,4,28,5410,1
2015,4,28,5432,16
2015,4,28,5436,1
2015,4,28,5442,3
2015,4,28,5448,12
2015,4,28,5464,5
2015,4,28,5472,18
2015,4,28,5474,9
2015,4,28,5482,1
2015,4,28,5486,1
2015,4,28,5488,3
2015,4,28,5492,2
2015,4,28,5502,2
2015,4,28,5609,1
2015,4,28,5611,11
2015,4,28,5700,4
2015,4,28,5704,1
2015,4,28,5750,3
2015,4,28,5754,3
2015,4,28,5757,1
2015,4,28,5778,2
2015,4,29,5100,1440
2015,4,29,5103,1
2015,4,29,5104,3
2015,4,29,5106,16
2015,4,29,5110,24
2015,4,29,5120,24
2015,4,29,5126,4
2015,4,29,5128,9
2015,4,29,5130,15
2015,4,29,5134,2
2015,4,29,5140,5
2015,4,29,5142,2
2015,4,29,5150,17
2015,4,29,5154,17
2015,4,29,5156,3
2015,4,29,5158,13
2015,4,29,5160,1
2015,4,29,5164,10
2015,4,29,5170,14
2015,4,29,5172,1
2015,4,29,5174,5
2015,4,29,5180,20
2015,4,29,5182,1
2015,4,29,5214,1
2015,4,29,5228,2
2015,4,29,5234,1
2015,4,29,5244,4
2015,4,29,5246,1
2015,4,29,5255,1
2015,4,29,5269,2
2015,4,29,5272,1
2015,4,29,5277,1
2015,4,29,5289,1
2015,4,29,5296,1
